full_text,Stance
More wealth health sector get 13 % fund,BJP
Budget rating 5/5,BJP
Budget empower poor strengthen farmer make economy strong PM Modi via NaMo Ap,BJP
This table help understand 100 % tax rebate announcement individual 5 lakh taxable income,BJP
This table help understand 100 % tax rebate announcement individual 5 lakh taxable income,BJP
Women Empowerment Giving job party hardwork Thier Own power,BJP
For pleasant read unbiased objective reporting govt 's five year Though praise grudge back hand compliment dare annoy paymaster Ten Janpath Hope trend continue,BJP
_40_ What b result For,BJP
With number stack government contentious issue Upper House two bill ( The Citizenship Amendment The Triple Talaq ) await consideration ajya Sabha lapse 16th Lok Sabha 's term end,BJP
Why,BJP
vote name Vikas bright future Vote,BJP
This table help understand 100 % tax rebate announcement individual 5 lakh taxable income,BJP
How Josh Bhakto,BJP
Copy cat huh It might something r eat co else wud whole party start behaving like four year old,BJP
We proud salute High Sir,BJP
70 year dynasty rule destroyed country,BJP
More Than 10 Lakh Poor Availed Free Treatment Under Yojana In Last Four Months,BJP
Wating fr help Earthquake Sunami Budget Ground swept away foot Now meeting make Gula They lose election start,BJP
We really really really really really really really really really really really really really really really really really really really Want PM best budget,BJP
Even death democracy TMC Shri found way reach heart people WB,BJP
make sure v vote Modi next term,BJP
It 's first time think middle class people 's Understand problem common man Works common man That every true new _40_,BJP
2 Every guru take target number people convert back hinduism We also target convert hinduism atheism west world They see diverse liberal Hindus,BJP
Old village lady come see ji speak She say wait till 3Feb In broken voice say `` give,BJP
Voices oppose silence lead,BJP
This work modi government Malya bhi justic mag rha,BJP
,BJP
Public opinion,BJP
Look offering love wife decease husband Proves ardent love affection,BJP
Plz,BJP
Bengal shal move syndicate tax bomb blast & amp politics fear new phase growth development & amp economic inclusivenes,BJP
EPFO 's real data show sharp increase job create last 15 month Narendra Modi 's new India shin wi,BJP
Weigh difference weigh quality weigh style governance Quality Vision Mission play exemplary role meeting objective Ghar Ghar Modi Har Bar Modi,BJP
And call SE IOUS burn,BJP
Believe Photoshoped infographic,BJP
EPFO 's real data show sharp increase job create last 15 month Narendra Modi 's new India shin continue shine beyond 2019,BJP
And vote Modi gona tards Are,BJP
Budget empower poor strengthen farmer make economy strong PM Modi via NaMo Ap,BJP
One Aim One vision NaMo 2 0 Ji Ji Ji http //,BJP
How 's The Maths Sir low sir,BJP
Housing dept alive Pls help,BJP
Compare scenario election result aj+MP+CG & amp Again Modi bounce back take action 1 ) 10 % reservation General category 2 ) Tax rebate upto 05 lakh 3 ) Application SC hand undisputed land,BJP
Welcome Bengal Let Bengal flourish,BJP
Farmers High Sir Armed Forces High Sir Middle Class High Sir Business Men High Sir Labourers High Sir India High Sir,BJP
All day money go individual pocket Now mainstream & amp entire country specially farmer army & amp economically lag benefiting big meaningful way + look inspire vision future optimistic mindset,BJP
Film Director Ji Producer Ji Hero Ji Villain Public sky High ating Thanks Ji Thanks,BJP
,BJP
'Brahminical Patriarchy ' aid Modi 's Ayushman Bharat health insurance scheme,BJP
Josh run high nation,BJP
Sir word praise ji ( also ji ) budget history independent India No space left even opposition Tku,BJP
definitely good,BJP
Defense allocation interim budget show government stand ealy wonderful step I hope,BJP
EXPECTATION n ACHIEVEMENT part LIFE But EXPECTATION may LEAD DISAPPOINTMENT Whereas ACHIEVEMENT give SATISFACTION,BJP
Dear Papu 55 year incompetence & amp arrogance destroyed life farmer Giving Zero day insult everything stand work,BJP
2018 2019 show many crook & amp ecosystem part Indian Politics fight survival As would surely end They put Tamasha Surely trustworthy & amp well bet crooked chameleon,BJP
Easing life Taxpayers,BJP
See The change,BJP
Welcome April 2019,BJP
equest Lalo Prasad Yadav lot Mathematical calculation Chara Ghotala help ahul Ji Maths Now u know v select well people represent India,BJP
Thanks Congrats ji Goel ji 4 present Ppl friendly Budget history India takin,BJP
Yes auntie 's mandatory procedure Are hint people vote refuse,BJP
Only one person beat modi Ans modi LoL,BJP
This sign ahul ji belligerent He 's tweet serious mathematical calculation without vet Sir Can see another reason responsible person helm,BJP
Thanks Congrats ji Goel ji 4 present Ppl friendly Budget history India take care farmer middle class Poor SME Army section society Opposition h make speechless EVM startd,BJP
3 lakh crore allocate defence Thats entire budget Pakistan Hows Josh,BJP
Now one communicate folk Dont count MSM Each one u communicate people ask vote,BJP
Follow Thread,BJP
And take enuf dos cheap weed open dynastic mouth He take permanent vacation live Nanije Italy,BJP
We Indians also want Thank You execute PM bold vision Indian defense For first time India 's Air Army Navy modernize together Major Defense procurement Major Defense exercise make India ST ONG,BJP
Sir every exam GC pay 50 % 70 % fee I want know GC pay qualify enough It 's trend I want know people earn 300 0/m income come Into EWS category,BJP
In introduce long await Social Security Number introduce first implementation Social Security call Modi work India,BJP
Yeah felt beating u heavily several decade savior provide u life support,BJP
Follow Thread,BJP
Even one 's take Opposition seriously Only Believe Modi,BJP
Even one 's take Opposition seriously Only Believe Modi,BJP
This best budget sir Jai Hind,BJP
Congratulations sir,BJP
This best budget Indian history Great job sir,BJP
Congratulations sir,BJP
Coming low middle class family 1040 S per month like 10MBPS unlimited broadband without burden parent Do congis pidis libtards sickulars understand real happiness middle class youth No wo n't,BJP
3 lakh crore allocate Defence Highest ever Hows josh Modi Modi Modi Modi Mo,BJP
start handle account I hop happen Karnataka election But 's alright well late never,BJP
To see full video take see link,BJP
It 's first time since independence Indian govt lead PM Modi roll budget serf interest common people business man,BJP
+ MajorHighlightsWithSumary,BJP
1000 r per month save like 10mbps unlimited broadband connection unlimited porn tv show much true low middle class,BJP
Do watch,BJP
Previous budget never favor farmer I would say 17rs day atleast favor farmer Dont forget population farmer It increase time wont come I believe,BJP
So ok,BJP
Demonetisation n't 'Jhatka ' necessary create environment honesty country,BJP
Can anyone comment argument,BJP
Demonetisation n't 'Jhatka ' necessary create environment honesty country,BJP
Can anyone comment argument,BJP
Now M Master O Of D Developing I India,BJP
see back PM,BJP
After Middle class High Sir Farmers High Sir Entrepreneurs High Sir Pidis Low Sir Oppositions Lowest Sir Pakoda Sir,BJP
India one investor friendly economy world,BJP
Video year 2019,BJP
Classic quote Sincerely hope prayer honorable beloved respect ji becomes,BJP
Do n't worry WE A E ALSO EDUCATED Educate,BJP
I never take time say last 4 plus year Thank You whatever do INDIA,BJP
The people government left country sympathize Chose side n't blind Wah bhagwan kitna badal gaya Insan,BJP
super hero This big Budget 2019 I love country Save please,BJP
Left The real Women empowerment And ight The black mark woman empowerment war monger hatred vomit one,BJP
Modi Government attach property loan amount Malya Chowkidar Sakth Hai NAMO AGAIN 2019,BJP
I know `` Nothing '' `` Politics '' All I know PM Shri Narendra Modi MODIfied definition 2014,BJP
10 Dimensions Modi Govt 's vision 2030,BJP
I stand By modiji,BJP
Infrastructure New India,BJP
I appeal everyone If love Hindustan Pls vote Modi BJP Pls understand situation,BJP
New India On World Stage,BJP
Modi govt deliver high growth rate demonetisation year CSO data,BJP
AutumnBrainWash aaa mummy,BJP
New India On World Stage,BJP
54750 Kms oad construction do 5 year ji 100 % electrification achieve ji Train 18 export many country This Development ji 's Government,BJP
Would India repeat mistake,BJP
I would say,BJP
Ek bat bataun bhai Modi wont win election via twitter I never care follow till time I get update I follow maybe sound arrogant I peace yes,BJP
I know `` Nothing '' `` Politics '' All I know PM Shri Narendra Modi MODIfied definition 2014,BJP
For win general election 2019 anyhow sir,BJP
Well early declare definitely direction Seemed impossible forever come PM Modi,BJP
NDA well punjab well overall All Best,BJP
If We Wo n't Wake Up We Hindus Will End Up In Hands Of Italian Family And Their Boot Licking Followers Finally Some Positive Politics In India Otherwise It Was Always Focused On Just One Community As If Other Never Existed,BJP
The winner Middle Class Farmers Pensioners Modiji,BJP
Great initiative,BJP
Basically 's ask vote BJP want retain excitement till May 2019 election,BJP
No one look middle class pain finally look Thank NaMo Long live,BJP
We love PM Sh ji,BJP
See cleanliness I never see Ganga ji like Thank,BJP
My support beloved PM ji 2019 coz country always come first _,BJP
Thank Sir I humble honour follow Let 's work We beyond Thank,BJP
And pray good health Also well section society So let 's,BJP
ight,BJP
Only appeal Hindu Jago Hindu Jago beyond,BJP
My best best wish hon'ble P M Budget Team 2019 upcoming election 2019 Lok Sabha,BJP
Basically 's ask vote BJP want retain excitement till May 2019 election,BJP
Any sensible meaningful statement Opposition What tell,BJP
Do still feel Gov't Gone day people use deal cabinet berth give clarification govt Take chill pill aunty Aam admi direct access Gov't,BJP
2019 would big victory 2014,BJP
This trailer full movie July,BJP
We adjust figure We present honest budget PM FANTASTIC SI,BJP
Ppl India go strong day day vip culture pl get It 's win win indian This make opposition furious Because left empty,BJP
Your advise good please vote,BJP
Here people earn upto 75 0 per month pay zero income tax,BJP
Hey perceive IT Slabs Ur capacity Maybe Multiple source income n't bother MUCH But prepared Hold urself acountible ALL COUNTS indeed eality Save Whatever,BJP
Delivers Speech Flawless Tamil Wins Hearts Online,BJP
| I Would Like Thank All Our Taxpayers ( Piyush Goyal Budget Speech ) You Won Our Sir,BJP
These guy pic say level understand STUMPED Is visible Blank FACES say ALL,BJP
Defense allocation interim budget show government stand ealy wonderful step I hope soon get path defense manufacturing export,BJP
seem target middle class section society well farmer country The 10 year vision seem lead india become invincible Truly another math step towards,BJP
How salaried person income 7 75 lakh pay zero tax,BJP
Budget empower poor strengthen farmer make economy strong PM Modi,BJP
This silent revolution select channel also part swach bharat mission Lot unwanted uncaled garbage & amp channel million Indian home,BJP
Modi Govt do last ball six Whatever say Targeted everyone With development need give freebie And know stay power risk take decision Do whatever want 2019 do,BJP
When even hater grudgingly admire `` While everyone complain demonetisation hash government make also positive long term economic indicator ``,BJP
Every time come something like make sure Mera Neta sahi ja rha hai,BJP
Cattle class per Pidi Papu Now roam Trivandrum attend child 's NAM KA AN MUNDAN MA IAGE etc realize go 2be thrown voter,BJP
I literally math think INC ca n't fool post But reality FOOLS Please support,BJP
No need SANDH n't want know Just barking barking barking,BJP
Does come freelancer category nothing lick allowance +++,BJP
The greatness nation judged way animal treat,BJP
The greatness nation judged way animal treat,BJP
Beware fake handle spread fake message,BJP
The greatness nation judged way animal treat,BJP
As u wre award thm 21 S pday 80/year My respect 4 increase 's try empower n eliminate root cause make lazy doling freebie 2 % subvention adnly 4 timely payts great step,BJP
Budget 2019 boost dose 4Indians retain get Vikas 4 Vs fail get ready 4 'Darbaries K ' natasha MP alston Delhi,BJP
On income 5 lac NDA tax 0 compare UPA tax 30 0,BJP
350++++ guaranteed,BJP
Con,BJP
ji 's reason bring great Modiji It 's nation luck get Modiji PM Do n't know whether u understand Hindi English 's exact meaning `` say heart Modiji '' kindly revert back explntn,BJP
ajdep journalism expertise 2 decade highlight one incident ca n't say `` buget ``,BJP
Very nice,BJP
India rise three point 78 list 180 country world,BJP
A political leader like wick lamp draw oil beneath give light everyone,BJP
What great journalist Does lose common sense also,BJP
Great line tax payer,BJP
My support beloved PM ji 2019 coz country always come first _,BJP
If middle class ' govt doubt thankyou sir,BJP
hilarious moment,BJP
The future society depends leader make every possible plan protect sustain care people every possible level,BJP
Congrats Sir thanks give relief Pls take care,BJP
Amidst Budget Jubilation n't forget read push NPAs take initiative approach repa,BJP
When love compassion care everyone include animal society true peace harmony Very happy see mother cow care respect,BJP
News paper ( specially ajasthan ) completely control agenda journalists/media house They spread false narrative All good must circulate We hv already battle SM High time focus news paper,BJP
Now I 'm definitely vote Modi,BJP
Budget empower poor strengthen farmer make economy strong PM Modi,BJP
How stay 3 govt Bungalow without pay tax Are fooling public,BJP
ealy,BJP
I congratulate present visionary leadership Honorable Prime Minister,BJP
Like PM hit win sixer last ball match,BJP
All necessary blame someone,BJP
eason need Modi,BJP
No leader recent past work sincerely devotedly Our great nation need kind,BJP
Do u expect kind Comis understands English/Hindi Ise lok ko kahtha hai CH T A,BJP
Now M Master O Of D Developing I India,BJP
Super,BJP
Historic budget sir Thankyou,BJP
whoever deserves medal,BJP
Bloody pidi Moron papu family prepare Tihar Bihar soon,BJP
That 's Why vote,BJP
That 's Why vote,BJP
With full Josh let u see beloved PM ji touch step Parlimen,BJP
With budget ji PM ji ensure criticize lot,BJP
WE P OUD OF YOU SI,BJP
No previous PM say Middle Class even acknowledge existance Now man salute thats difference,BJP
Everyone clap Modi Modi announcement 5 lac exemption BOOM There go last ball six middle class,BJP
hilarious moment,BJP
Because know,BJP
Very nice,BJP
Middle class right,BJP
Middle class right,BJP
Aunty,BJP
Tomorrow At Thakurnagar & amp Durgapur,BJP
Thank much respond I get passport today fifth day apply Unbelievable thank much May I request look arrangement PSK Sahibad If staff courteous least,BJP
Tag bastard,BJP
Weldone,BJP
elief 3 Cr Tax Payers Earlier 5 % Nil upto 5 Lakhs PA Savings 13K Power For All 2019 Assured Income Farmers 1 Lakh Villages go,BJP
No leader recent past work sincerely devotedly Our great nation need kind steadfast commitment reach glory,BJP
Hows Josh High Sir Jai Hind,BJP
Thank,BJP
Gud start,BJP
One masterstroke do Waiting one UP ie `` Mandhir '' Then JOSH double,BJP
spineless sardar give u burden budget today motivation work harder middle class engine power great nation 's growth,BJP
Always High Sir,BJP
Here another Modi Modi Nephew,BJP
Standard deduction salary increase 400 500,BJP
High sir Benchmark index sensex jumped intra day high 400 point,BJP
I Personally Feel Its A Good Budget For The Middle Class People No tax income 5 lakh Great Announcement Farmers Soldiers happy Let Support This Government For Creation New India,BJP
Haha Two thing awesome Governance & amp Humour,BJP
How 's The Maths Sir low sir,BJP
How Josh,BJP
You make India well well every step never I proud Indian I today happy PM,BJP
No Comments please,BJP
No Piyush Goyal Ji Has Announces elaxation In Air Fares Only For Papu & amp Pidis,BJP
A happy honest tax payer 's trust back ji beloved PM Sir Ji KUDOS team Sir,BJP
abhe tum abhi bhi hosh mei nahi hei kya Keep calm & amp buy every month 1K,BJP
's anti Black Money drive brought undisclosed income 1 30 lakh crore rupee fore 3 lakh shell company deregistered,BJP
Degraded spokie give grade budget Who listens,BJP
ji big thanks farmer daughter,BJP
ji big thanks farmer daughter,BJP
This budget middle class Awesome ji thank honest tax payer,BJP
This best budget Indians ever see The budget middle class farmer help u take India new height Thanks lot Sir make happen,BJP
Targeting Big Thumbs Indian people 's Well Done sir,BJP
Only belongs people understand pain gain sorrow happiness & amp existence salute PM humble & amp courteous gesture towards people India Thanks You PM sir National Hero,BJP
This best budget Indians ever see Thanks lot make happen,BJP
I honest tax since year first time ever heard Finance Minister thankful tax payer parliament ealy feel Take bow ji You heart honest tax payer like Once feel proud elect govt ji,BJP
So close witness `` India occupy Pakistan '' ( IOP ) Thank,BJP
ji This first budget present Chartered Accountant Only finance minister say Thanks,BJP
With full Josh let u see beloved PM ji touch step Parliment respect take oath leader jai Hind,BJP
Conclusion wait period 5 year,BJP
Those hate modi give funny reason hat No practical thing nothing,BJP
This first budget present Chartered Accountant Only finance minister say Thanks taxpayer floor house recognition contribution towards building nation,BJP
Exactly We Want Modi Ji back,BJP
ji This first budget present Chartered Accountant Only finance minister say Thanks `` taxpayer '' floor house recognition contribution towards building nation,BJP
Modi chart 3 stokes 1 The creamy Layer 2 acquisition 3,BJP
2019 govt announces high ever budget 3 lakh crore,BJP
Yes yes yes,BJP
Like PM hit win sixer last ball match,BJP
Like PM hit win sixer last ball match,BJP
Mitron How 's Josh,BJP
Janata 's Josh Budget 2019 highlight Key highlight Union Budget speech | India News Times India,BJP
Ache din 2 0 load wait work need dedication towards Nation 's citizen n confine small cocoon group party family khauf 2019 let Thank u much,BJP
I understand ur pain ur claim idea ur party brain child I suppose say ur differs say MMS u chk n give correction Jai Sri,BJP
When 's corruption government n't need collect much tax,BJP
Pakistan wo n't talk Modi let new government come Indians please wait 10 year Pakistan ahul,BJP
Distance matter Armed force true dedication,BJP
I pray modi PM 2019,BJP
One Best India & amp One Waste India,BJP
Grer L J Mills v Duckworth [ 1938 ] 1 All E 318 `` I go blow hot cold I go blow hotter ``,BJP
great man naw cry sayed,BJP
Do n't vote n,BJP
Middle class make big noise need,BJP
Thank modi ji,BJP
No caption require Game,BJP
This far best budget It meant farmer woman & amp middle class section Hats,BJP
Modi hater hows Josh After budget Ha ha,BJP
Huge relief middle class salaried employee like u IN 5 Lakh great exemption need hour Thank,BJP
At Highest Sir,BJP
After watch ahul Gs reaction Modi da,BJP
Now right time pay back give vote Next Modi 2019 Era Nd I definitely convince people vote grt PM,BJP
intezar aut sachayi ka phal metha hota hai Honesty reward Modiji U show met,BJP
Jubilation Parliament Farmer Middle Class & amp Senior Citizens welfare centric Interim Budget present `` Mission Of Developing India MODI '',BJP
After watch ahul Gs reaction Modi da,BJP
Never Minister congratulate Tax Payers till today Thank You ji ji & amp ji give u citizen great I pray Bhagwan cross 400 seat,BJP
Very High Sir,BJP
High Sir,BJP
Hats Best Budget govt benefitting Farmers Middle Class Salaried ( Honest tax payer ) etired pl Gen Public Way go New India,BJP
High Sir,BJP
Atleast do give relief lifetime unlike u give 25rs loan waiver,BJP
Do listen Post Budget press conference Explaining minute point,BJP
eal welfare public large,BJP
No Scams electrification sanitation renewable energy national highway ayushman bharat ujwala pmay pmjby pmsby twice tax rebate improvement corruption index ease living ease business mudra bharat mala And many,BJP
Bravo For labour private sector worker Han ye Naya India Hain Ye Ghar ghuse ga bhi aur marega bhi,BJP
Very High Sir,BJP
There go ahul want afale produce HAL could n't even properly upgrade Mirage 200 Which service past 30 year The HAL build afale fighter jet Big joke Papu play nation,BJP
Amidst Budget Jubilation n't forget read push NPAs take initiative approach repayment,BJP
No one buying bullshit story ji deliver masterstroke Now big moment slave,BJP
intezar aut sachayi ka phal metha hota hai Honesty reward Modiji U show mettle caretaker nation Those annoyed budget thief,BJP
To best memory UPA time 's PM MMS ( whose govt preside multiple mega scam ) told country `` minority first right nation 's resource,BJP
Sometimes I feel do deliberately bureaucrat Bcoz dont like,BJP
Middle Class Modi Govt right,BJP
eal welfare public large,BJP
True Vishal Modiji please provide u list victim since 2014 till today hang within 3days 7 day Leave day let 's talk month How BJP MLA accuse rape case,BJP
First time CA present And heart citizen country CHO fuck,BJP
Canot agree,BJP
Thank sir Sabka sath sabka Vikas Budget highlight Govt announces income tax till 5 lakh 6 0 income farmer,BJP
Pidis cry middle class let PM feel jittery let Sure need burnol,BJP
2019 budget opposition,BJP
Pidis instigate middle class PM feel jittery let Sure need burnol,BJP
To precise exaltation Parliamenterians fact current happiness situation entire Middle Class India,BJP
Middle class make big noise need,BJP
Mitron How 's Josh,BJP
Middle class cry ditch need,BJP
Middle class curse high Statesman Modiji hope happy,BJP
Middle class disappointed far feel happy,BJP
Middle class cry ditch need,BJP
Incredible Budget Thank PM Shri Ji ji ji,BJP
I hope N I online voting year Or else I miss,BJP
Incredible Budget Thank PM Shri Ji ji ji,BJP
Congratulations Prime Minister Finance Minister game changer interim budget Entire middle class people happy There doubt,BJP
No caption require Game,BJP
This ensure 300+ seat NDA,BJP
Congrats Advance ji Now 2019 war one side Plan strategy hat trick ( 2024 ) Jai ji Thnq sir Thnq sir,BJP
If n't get time watch entire speech watch highlight,BJP
How 's Josh,BJP
Here another Modi Modi Nephew,BJP
With budget ji PM ji ensure criticize lot,BJP
A govt promise plan DELIVE ED 's day one last quarter 's CU ENT term I happen come back 2019,BJP
Thank Modiji & amp BJP Govt Under rule India 's future bright,BJP
For first time history India Budget present Chartered Accountant Sir,BJP
way interim budget salute intensive work vision,BJP
Thank sir What budget,BJP
Now Mandir push 's need,BJP
Absolutely best budget ever introduce parliament implement far Many delight pipeline 2019 election,BJP
This budget clearly show india progress Cares everybody Gud job,BJP
ealy,BJP
Under Pradhan Mantri Kisan Saman Nidhi 60/year transfer directly farmer bank account less 2 hectare land hold say Will benefit 12 crore farmer est cost 750 crore,BJP
De stufe ear filth `` hate hindi '' visit speech LS TV He spoke english major part speech translate Hindi important point,BJP
Heres ight Goyal reading new income tax slab Many game changer 1 ) 60 DBT small medium farmer own 2 hectare 2 ) income tax slab go 5L 3 ) pension unorganized sector 4 ) ayushman Bharat,BJP
60 12 crore marginal farmer 2 acre less land hold subsidize LPG cylinder become cheaper,BJP
Middle class High Sir Farmers High Sir Entrepreneurs High Sir Pidis Low Sir Oppositions Lowest Sir,BJP
Ca n't wait,BJP
My PM My Pride,BJP
Happy moment everyone,BJP
Love,BJP
India `` MODIfied '',BJP
My PM My Pride,BJP
This bumper unbelievable tremendous game changer citizen friendly budget,BJP
A really sweet budget prove make 's Suyar 's ka Vinash 's foundation complete 5yrs speaks India run fast,BJP
Thnq Sir War one side 2019,BJP
A really sweet budget prove make 's Suyar 's ka Vinash 's foundation complete 5yrs speaks India run fast,BJP
2019 would big victory 2014,BJP
My generation know 2 finisher take India home circumstance One & amp deliver masterstroke jus b4 election prof necessary,BJP
Mitron How 's Josh,BJP
alwaz people business friendly focus continue growth well india,BJP
Modi chart 3 stokes 1 The creamy Layer 2 acquisition 3 This Trishul finish unholy combine opportunistic Maha Ganta Bhandan Bring,BJP
Bjp 's interim budget election nothing different clearance sale heavy discount end festival season,BJP
If congratulation people India get best budget,BJP
Very High Sir,BJP
LIC agent like,BJP
What I say begin I thank ji ji team achievement,BJP
Great Budget For Midleclas Target 400+ Seat,BJP
Indian people need ji development,BJP
This far best budget It meant farmer woman & amp middle class section Hats,BJP
No Tax upto 5 lakh Thank Sir,BJP
Heartiest congratulation employee 's big relief ha actually touch section society Sabka Sath Sabka Vikas,BJP
Govt announces tax exemption income 5 lk/yr FM,BJP
It really Well thought Budget helpnig section Society Well do sir Big Compliments & amp Big Thank honest tax payer help friendly approach Jai NaMo,BJP
thank wonderful Big relief cash transfer marginal My vote go,BJP
Budget Gazab hai Modi ji Thank Mr Piyush goel ji new india budget congratulate government thankful gift Well do Modi Sarkar,BJP
Whole room fill chant modi modi No IT upto 5 lakh With investment go upto 6 5 lakh,BJP
He try best one individual ca n't change 120 cr pl Unles pl like u change note wil happen india prosper I say proudly do excellent work previous govt afraid,BJP
Pro farmer Pro worker Pro midleclas Pro elderly Pro MSME Pro woman Pro Business Pro technology comprehensive take care Truly Thank & amp Congrats ji ji,BJP
hit ball park Thank,BJP
Higher economic growth achieve Indian Economy solidly back track We ensure New India 202 India bright spot global economy Our Govt contain double digit inflation India attract huge FDI last 5 yr,BJP
Great move A sigh relief common man,BJP
announces 18 % increase direct tax collection 2017 18 add 1 06 crore people include Tax base More 1 Cr citizen file IT return first time,BJP
Master Stroke Middle Class Upto 5akhs ( +1 5 Lakh Investments ) 6 5 Lakhs NO TAX India,BJP
3 lakh crore allocate Defence Highest ever Hows josh Modi Modi Modi Modi Modi Modi,BJP
Thanks raise tax slab 2 5 5lakh Middle class salute Thank,BJP
Sensex jumped 100 400 pt announcement,BJP
`` Interim Finance Minister Piyush Goel present budget '',BJP
Standard deduction salary increase 400 500,BJP
3 lakh crore allocate Defence Highest ever Hows josh Modi Modi Modi Modi Modi Modi,BJP
Individual taxpayer annual income upto 5 lakh get full tax rebate FM,BJP
3 lakh crore allocate Defence Highest ever Hows josh Modi Modi Modi Modi Modi Modi,BJP
No Income Tax income upto 5 Lacs,BJP
Farmers Defence MidleClas Pvt Employees Women,BJP
Yay much need update,BJP
From 11th large economy 2013 14 sixth large economy Piyush Goyal,BJP
Here come masterstroke Upto 5lacs No Tax Ab paka,BJP
Individual Tax Payers earn upto 5 Lakh get full tax exemption,BJP
Full tax rebate people income upto 5 lakh That amaze We need Modi Government reform country,BJP
Tax concession middle class 2 5 lac 5 lac propose budget 2019,BJP
vision best path plan give govt till For,BJP
Inflation rate brought 4 % previous government 's 10 % This modi government help middle class,BJP
High sir,BJP
India way become Global Manufacturing Hub Thanks effort Modi Government,BJP
1 crore 6 lac people file IT return first time people asks benifits brings,BJP
PM Modi urge MPs utilise parliament constructive debate,BJP
Govt struck root corruption President Nath Kovind via NaMo Ap,BJP
President Nath Kovind lauds government 's Pradhan Mantri Awas Yojana via NaMo Ap,BJP
PM Modi urge MPs utilise parliament constructive debate via NaMo Ap,BJP
Will vote,BJP
The development infrastructure reform tax sector path break,BJP
Under PM Modi unmanned railway crossing consign dustbin history,BJP
More Than 10 Lakh Poor Availed Free Treatment Under Ayushman Bharat Yojana In Last Four Months via NaMo Ap,BJP
10 Lakh people benefit far Saved ~300 Cr poor hard earn income The big healthcare scheme world show exemplary result 6 month We need,BJP
Its ture Modi ji Best universal _,BJP
Indian budget release check 's good private sector,BJP
Will vote,BJP
Over 100 operational airport India,BJP
Here begin General Election campaign name MODI,BJP
60/year direct benefit transfer small farmer hold land less 2 hectare Some 12 crore farmer benefit Huge move rightly time one,BJP
Direct income support small/marginal farmer own 2 Hectares farm 100 % fund PM govt,BJP
Direct income support small/marginal farmer own 2 Hectares farm 100 % fund PM govt announce 12 crore farmer benefit This truly government,BJP
Number measure implement ensure clean banking resolution friendly mechanism institute recovery,BJP
Friends How Is The Josh For 2019 Lok Sabha Elections Abki Bar Modi Ji Ko 400 Seats _,BJP
ecapitalization bank amount 2 6 lakh crore do FM,BJP
Close 3 lakh crore already recover favour bank creditor big defaulter spar government FM,BJP
Number measure implement ensure clean banking resolution friendly mechanism institute recovery non perform loan FM,BJP
Fiscal deficit brought 3 4 % revise estimate 2018 19 FM,BJP
Inflation December 2018 2 1 % FM,BJP
Inflation hidden unfair tax 10 1 % 209 14 broken back back break inflation FM,BJP
want & amp rightfully He 's avtar sent bring back 's lose glory & amp save danger side Zor se bolo,BJP
During UPA Minorities first priority country 's resource During NDA Poor first priority country 's resource,BJP
govt broken back 10 % 209 14 around 4 5 % Lowest Govt,BJP
This new India PM Modi Nothing less James Bond movie And rather practical version,BJP
This fear among thief yet another reason Ye khauf bna rehna chahiye,BJP
This video literally brought tear eye So much adulation possible & amp none else,BJP
Highest Growth Lowest Inflation Government,BJP
Modi love Modi taught Modi die Modi arose Modi heal Modi help Modi blessing Modi renew In Him precious Holy Spirit,BJP
Its ture Modi ji Best universal _,BJP
Old village lady come see ji speak She say wait till 3Feb In broken voice say `` give 30yrs CPIM & amp TMC Modi saviour `` PM ji shine heart Bengal,BJP
appreciation Sh ji,BJP
Small business bedrock democracy,BJP
Haha Good one,BJP
Bravo This I always wish BJP IT cell Make happen,BJP
Today modi govt last chance win heart middle class poor & amp farmer Bco effort indian economy worthless govt take expect step They unlimitd expectation Final match today,BJP
Thread `` Dear Friends Lok Sabha Elections 2019 Coming Closer Before You Cast Your Votes Please,BJP
Feeling excite adorn beautiful fit Hodie I put effort Love sir _,BJP
It 's great NaMo eradicate corruption & amp catchig corrupt,BJP
appreciation Sh ji,BJP
Muslim Dalit Christian Vote bank divide country We need unity defeat divider 2019 130 cr v eligious divider Bring back,BJP
equest nationalist photo Tweeter DP,BJP
Most innovative MP Modi Govt,BJP
Brilliantly foolish brat fully analyse fact brought tweet thread Fake news factory get drone pound We hear loud cleat certain result big proof,BJP
Congratulations All BJP Supporters For win Follow,BJP
Congratulations Better Luck Nxt Time,BJP
This govt vision goal India need Modi back 2019,BJP
Well Said,BJP
Pakistan wo n't talk Modi let new government come Indians please wait 10 year Pakistan ahul ji come 10 year Indians give Yogiji,BJP
Suprabhatam Stay positive n happy Work hard n n't give hope B open 2 criticism n keep learn Surround yrself happy warm n genuine people Keep smile Be happy,BJP
Navy Nightmare The Fleet Does n't Have 300 Ships It Has 650,BJP
strength respect strength Likely Acquire Two More 'Phalcon ' AWACS Worth Over 570 Crore From,BJP
Keep go Major BOOST defense decade thanks bold decision,BJP
Your indicates much much well one Awaiting dot make sentence,BJP
get mental storke Hindufobia It treat Tihar Wait & amp Watch,BJP
Good Gifts 1st February Well do Great Going With Gifting Bullets,BJP
Because work do show opposition fake promise All get chance prove mettle fail get prove FO INDIA BY INDIA AND OF INDIA,BJP
_ _ _ Love u modi,BJP
ask 10 youth different profession district across nation volunteer campaign see Yuva Josh You win atleast 300,BJP
Keep go Major BOOST defense decade thanks bold decision Govt Pak must sh***ing pant say money engage India armament race,BJP
My version,BJP
I say time wo n't cast PM,BJP
Welcome back must surely miss chill,BJP
